HGNC ID	Approved symbol	Approved name	RefSeq IDs	Gene group ID
HGNC:873	ATPM	symbol withdrawn, see [HGNC:823](/data/gene-symbol-report/#!/hgnc_id/HGNC:823)		
HGNC:874	ATPSB	symbol withdrawn, see [HGNC:830](/data/gene-symbol-report/#!/hgnc_id/HGNC:830)		
HGNC:875	ATPSBL1	symbol withdrawn, see [HGNC:831](/data/gene-symbol-report/#!/hgnc_id/HGNC:831)		
HGNC:876	ATPSBL2	symbol withdrawn, see [HGNC:832](/data/gene-symbol-report/#!/hgnc_id/HGNC:832)		
HGNC:27029	ATPSCKMT	ATP synthase c subunit lysine N-methyltransferase	NM_199133	2056
HGNC:882	ATR	ATR serine/threonine kinase	NM_001184	1492
HGNC:24090	ATRAID	all-trans retinoic acid induced differentiation factor	NM_016085	
HGNC:883	ATRC1	symbol withdrawn, see [HGNC:11057](/data/gene-symbol-report/#!/hgnc_id/HGNC:11057)		
HGNC:884	ATRC2	symbol withdrawn, see [HGNC:11060](/data/gene-symbol-report/#!/hgnc_id/HGNC:11060)		
HGNC:33499	ATRIP	ATR interacting protein	NM_130384	1492
HGNC:885	ATRN	attractin	NM_139321	1298
HGNC:29063	ATRNL1	attractin like 1	NM_207303	1298
HGNC:886	ATRX	ATRX chromatin remodeler	NM_000489	1168
HGNC:887	ATS	symbol withdrawn, see [HGNC:2207](/data/gene-symbol-report/#!/hgnc_id/HGNC:2207)		
HGNC:10548	ATXN1	ataxin 1	NM_000332	
HGNC:40515	ATXN1-AS1	ATXN1 antisense RNA 1	NR_136240	1987
HGNC:33279	ATXN1L	ataxin 1 like	NM_001137675.2	
HGNC:10555	ATXN2	ataxin 2	NM_002973	
HGNC:51838	ATXN2-AS	ATXN2 antisense RNA		1987
HGNC:31326	ATXN2L	ataxin 2 like	NM_007245	
HGNC:7106	ATXN3	ataxin 3	NM_004993	997
HGNC:24173	ATXN3L	ataxin 3 like	NM_001135995	997
HGNC:10560	ATXN7	ataxin 7	NM_000333	1059
HGNC:22210	ATXN7L1	ataxin 7 like 1		
HGNC:28713	ATXN7L2	ataxin 7 like 2	NM_153340	
HGNC:25416	ATXN7L3	ataxin 7 like 3	NM_020218	1059
HGNC:55298	ATXN7L3-AS1	ATXN7L3 antisense RNA 1		1987
HGNC:37931	ATXN7L3B	ataxin 7 like 3B	NM_001136262	
HGNC:54980	ATXN7L3P1	ATXN7L3 pseudogene 1	NG_022608	
HGNC:28481	ATXN7L4	symbol withdrawn, see [HGNC:22210](/data/gene-symbol-report/#!/hgnc_id/HGNC:22210)		
HGNC:32925	ATXN8	ataxin 8		
HGNC:10561	ATXN8OS	ATXN8 opposite strand lncRNA	NR_002717	1992
HGNC:10549	ATXN10	ataxin 10	NM_013236	1492|1691
HGNC:889	AUF1	symbol withdrawn, see [HGNC:5036](/data/gene-symbol-report/#!/hgnc_id/HGNC:5036)		
HGNC:890	AUH	AU RNA binding methylglutaconyl-CoA hydratase		
HGNC:23205	AUNA1	symbol withdrawn, see [HGNC:15480](/data/gene-symbol-report/#!/hgnc_id/HGNC:15480)		
HGNC:28363	AUNIP	aurora kinase A and ninein interacting protein	NM_024037	
HGNC:31916	AUNX1	symbol withdrawn, see [HGNC:8768](/data/gene-symbol-report/#!/hgnc_id/HGNC:8768)		
HGNC:891	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	NM_181575	
HGNC:11393	AURKA	aurora kinase A	NM_003600	694
HGNC:24114	AURKAIP1	aurora kinase A interacting protein 1	NM_017900	
HGNC:18611	AURKAP1	aurora kinase A pseudogene 1		
HGNC:18612	AURKAP2	aurora kinase A pseudogene 2		
HGNC:11390	AURKB	aurora kinase B	NM_004217	1338|694
HGNC:18613	AURKBP1	aurora kinase B pseudogene 1		
HGNC:11391	AURKC	aurora kinase C	NM_003160	
HGNC:892	AUTS1	autism susceptibility 1		
HGNC:14262	AUTS2	activator of transcription and developmental regulator AUTS2		
HGNC:13217	AUXN	auxilin		
HGNC:893	AVED	symbol withdrawn, see [HGNC:12404](/data/gene-symbol-report/#!/hgnc_id/HGNC:12404)		
HGNC:13509	AVEN	apoptosis and caspase activation inhibitor	NM_020371	
HGNC:14188	AVIL	advillin	NM_006576	950
HGNC:28994	AVL9	AVL9 cell migration associated	NM_015060	504
HGNC:894	AVP	arginine vasopressin	NM_000490	1902
HGNC:30898	AVPI1	arginine vasopressin induced 1	NM_021732	
HGNC:895	AVPR1A	arginine vasopressin receptor 1A		259
HGNC:896	AVPR1B	arginine vasopressin receptor 1B	NM_000707	259
HGNC:55832	AVPR1B-DT	AVPR1B divergent transcript		1990
HGNC:897	AVPR2	arginine vasopressin receptor 2		259
HGNC:898	AVPR3	symbol withdrawn, see [HGNC:896](/data/gene-symbol-report/#!/hgnc_id/HGNC:896)		
HGNC:899	AVR	antiviral state regulator		
HGNC:900	AVRR	antiviral state repressor regulator		
HGNC:12721	AVSD1	atrioventricular septal defect 1		
HGNC:16680	AVSD2	symbol withdrawn, see [HGNC:14630](/data/gene-symbol-report/#!/hgnc_id/HGNC:14630)		
HGNC:901	AWAL	symbol withdrawn, see [HGNC:2047](/data/gene-symbol-report/#!/hgnc_id/HGNC:2047)		
HGNC:23252	AWAT1	acyl-CoA wax alcohol acyltransferase 1	NM_001013579	1235
HGNC:23251	AWAT2	acyl-CoA wax alcohol acyltransferase 2	NM_001002254	1235
HGNC:902	AXA1	symbol withdrawn, see [HGNC:15984](/data/gene-symbol-report/#!/hgnc_id/HGNC:15984)		
HGNC:26564	AXDND1	axonemal dynein light chain domain containing 1	NM_144696	
HGNC:903	AXIN1	axin 1		694
HGNC:904	AXIN2	axin 2	NM_004655	
HGNC:905	AXL	AXL receptor tyrosine kinase		590|321|555
HGNC:906	AXPC1	symbol withdrawn, see [HGNC:24682](/data/gene-symbol-report/#!/hgnc_id/HGNC:24682)		
HGNC:907	AXT	symbol withdrawn, see [HGNC:2172](/data/gene-symbol-report/#!/hgnc_id/HGNC:2172)		
HGNC:908	AZF1	azoospermia factor 1		
HGNC:909	AZF2	azoospermia factor 2		
HGNC:910	AZGP1	alpha-2-glycoprotein 1, zinc-binding	NM_001185	591
HGNC:911	AZGP1P1	AZGP1 pseudogene 1		
HGNC:912	AZGP1P2	AZGP1 pseudogene 2	NG_008494	
HGNC:24002	AZI2	5-azacytidine induced 2	NM_203326	
HGNC:16432	AZIN1	antizyme inhibitor 1		
HGNC:29957	AZIN2	antizyme inhibitor 2		
HGNC:913	AZU1	azurocidin 1	NM_001700	1636
HGNC:49098	AZU1P1	azurocidin 1 pseudogene 1		
HGNC:914	B2M	beta-2-microglobulin	NM_004048	591
HGNC:915	B2MR	beta-2-microglobulin regulator		
HGNC:918	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	NM_033167	454|426
HGNC:51302	B3GALNT1P1	beta-1,3-N-acetylgalactosaminyltransferase 1 pseudogene 1	NG_030146	
HGNC:28596	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	NM_152490	426
HGNC:51315	B3GALNT2P1	beta-1,3-N-acetylgalactosaminyltransferase 2 pseudogene 1	NG_011850	
HGNC:916	B3GALT1	beta-1,3-galactosyltransferase 1	NM_020981	426
HGNC:40089	B3GALT1-AS1	B3GALT1 antisense RNA 1	NR_131227	1987
HGNC:917	B3GALT2	beta-1,3-galactosyltransferase 2	NM_003783	426
HGNC:919	B3GALT4	beta-1,3-galactosyltransferase 4		426
HGNC:920	B3GALT5	beta-1,3-galactosyltransferase 5	NM_033170	426
HGNC:16424	B3GALT5-AS1	B3GALT5 antisense RNA 1	NR_026542	1987
HGNC:17978	B3GALT6	beta-1,3-galactosyltransferase 6	NM_080605	426
HGNC:53652	B3GALT9	beta-1,3-galactosyltransferase 9		426
HGNC:921	B3GAT1	beta-1,3-glucuronyltransferase 1	NM_018644	471|423
HGNC:27449	B3GAT1-DT	B3GAT1 divergent transcript	NR_033852	1990
HGNC:922	B3GAT2	beta-1,3-glucuronyltransferase 2	NM_080742	423
HGNC:923	B3GAT3	beta-1,3-glucuronyltransferase 3	NM_012200	423
HGNC:35243	B3GAT3P1	beta-1,3-glucuronyltransferase 3 pseudogene 1	NG_005351	
HGNC:20207	B3GLCT	beta 3-glucosyltransferase	NM_194318	426
HGNC:15629	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	NM_006577	1691|426
HGNC:51316	B3GNT2P1	B3GNT2 pseudogene 1	NG_026739	
HGNC:13528	B3GNT3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	NM_014256	426
HGNC:15683	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	NM_030765	426
HGNC:15684	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	NM_032047	426
HGNC:24141	B3GNT6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	NM_138706	426
HGNC:18811	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	NM_145236	426
HGNC:24139	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	NM_198540	426
HGNC:28714	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	NM_033309	426
HGNC:21727	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	NM_001009905	428
HGNC:51317	B3GNTL1P1	B3GNTL1 pseudogene 1		
HGNC:51318	B3GNTL1P2	B3GNTL1 pseudogene 2		
HGNC:4117	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1	NM_001478	425
HGNC:24136	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	NM_153446	425
HGNC:51319	B4GALNT2P1	B4GALNT2 pseudogene 1		
HGNC:24137	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3	NM_173593	425
HGNC:26315	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4	NM_178537	425
HGNC:924	B4GALT1	beta-1,4-galactosyltransferase 1	NM_001497	425
HGNC:49910	B4GALT1-AS1	B4GALT1 antisense RNA 1	NR_108108	1987
HGNC:925	B4GALT2	beta-1,4-galactosyltransferase 2	NM_003780	425
HGNC:926	B4GALT3	beta-1,4-galactosyltransferase 3	NM_003779	425
HGNC:927	B4GALT4	beta-1,4-galactosyltransferase 4	NM_003778	425
HGNC:40090	B4GALT4-AS1	B4GALT4 antisense RNA 1		1987
HGNC:928	B4GALT5	beta-1,4-galactosyltransferase 5	NM_004776	425
HGNC:929	B4GALT6	beta-1,4-galactosyltransferase 6	NM_004775	425
HGNC:930	B4GALT7	beta-1,4-galactosyltransferase 7	NM_007255	425
HGNC:15685	B4GAT1	beta-1,4-glucuronyltransferase 1	NM_006876	
HGNC:56070	B4GAT1-DT	B4GAT1 divergent transcript		1990
HGNC:24123	B9D1	B9 domain containing 1	NM_015681	1535|1545|1691
HGNC:28636	B9D2	B9 domain containing 2	NM_030578	1535|1545
HGNC:931	BA2R	symbol withdrawn, see [HGNC:11535](/data/gene-symbol-report/#!/hgnc_id/HGNC:11535)		
HGNC:14333	BAALC	BAALC binder of MAP3K1 and KLF4		1691
HGNC:50461	BAALC-AS1	BAALC antisense RNA 1	NR_109954	1987
HGNC:28595	BAALC-AS2	BAALC antisense RNA 2	NR_027071	1987
HGNC:932	BAAT	bile acid-CoA:amino acid N-acyltransferase	NM_001701	
HGNC:25008	BABAM1	BRISC and BRCA1 A complex member 1	NM_014173	1328|1375
HGNC:1106	BABAM2	BRISC and BRCA1 A complex member 2		1328|1691|1375
HGNC:44171	BABAM2-AS1	BABAM2 antisense RNA 1	NR_028308	1987
HGNC:933	BACE1	beta-secretase 1		1928
HGNC:37125	BACE1-AS	BACE1 antisense RNA	NR_037803	1987
HGNC:934	BACE2	beta-secretase 2		1928
HGNC:16024	BACE2-IT1	BACE2 intronic transcript 1		1989
HGNC:935	BACH1	BTB domain and CNC homolog 1	NM_206866	861|506
HGNC:40008	BACH1-AS1	BACH1 antisense RNA 1		1987
HGNC:40006	BACH1-IT1	BACH1 intronic transcript 1		1989
HGNC:40007	BACH1-IT2	BACH1 intronic transcript 2		1989
HGNC:16455	BACH1-IT3	BACH1 intronic transcript 3		1989
HGNC:14078	BACH2	BTB domain and CNC homolog 2	NM_021813	861|506
HGNC:936	BAD	BCL2 associated agonist of cell death	NM_032989	1277
HGNC:937	BAG1	BAG cochaperone 1	NM_004323	1139
HGNC:54932	BAG1P1	BAG1 pseudogene 1	NG_016482	
HGNC:938	BAG2	BAG cochaperone 2		1139
HGNC:939	BAG3	BAG cochaperone 3	NM_004281	1139
HGNC:940	BAG4	BAG cochaperone 4	NM_004874	1139
HGNC:941	BAG5	BAG cochaperone 5		1139
HGNC:13919	BAG6	BAG cochaperone 6	NM_080703	1891|1139
HGNC:942	BAGE	B melanoma antigen	NM_001187	1848
HGNC:15723	BAGE2	BAGE family member 2, pseudogene	NR_169269	1848
HGNC:15728	BAGE3	BAGE family member 3	NM_182481	1848
HGNC:15730	BAGE4	BAGE family member 4	NM_181704	1848
HGNC:15732	BAGE5	BAGE family member 5	NM_182484	1848
HGNC:29279	BAHCC1	BAH domain and coiled-coil containing 1	NM_001291324	
HGNC:29153	BAHD1	bromo adjacent homology domain containing 1	NM_014952	
HGNC:947	BAIAP2	BAR/IMD domain containing adaptor protein 2		1287
HGNC:44342	BAIAP2-DT	BAIAP2 divergent transcript	NR_026857	1990
HGNC:21649	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1	NM_018842	1287
HGNC:26203	BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2	NM_025045	1287
HGNC:948	BAIAP3	BAI1 associated protein 3		823|836
HGNC:949	BAK1	BCL2 antagonist/killer 1	NM_001188	1057
HGNC:996	BAK1P1	BCL2 antagonist/killer 1 pseudogene 1	NG_000850	
HGNC:997	BAK1P2	BCL2 antagonist/killer 1 pseudogene 2	NG_005599	
HGNC:27946	BALR6	B-cell acute lymphoblastic leukemia associated long RNA 6	NR_161333	1992
HGNC:30251	BAMBI	BMP and activin membrane bound inhibitor	NM_012342	
HGNC:43877	BANCR	BRAF-activated non-protein coding RNA	NR_047671	1992
HGNC:17397	BANF1	BAF nuclear assembly factor 1	NM_003860	
HGNC:20252	BANF1P1	BANF1 pseudogene 1		
HGNC:23426	BANF1P2	BANF1 pseudogene 2		
HGNC:43883	BANF1P3	BANF1 pseudogene 3		
HGNC:43884	BANF1P4	BANF1 pseudogene 4		
HGNC:43885	BANF1P5	BANF1 pseudogene 5		
HGNC:16172	BANF2	BANF family member 2	NM_178477	
HGNC:18233	BANK1	B cell scaffold protein with ankyrin repeats 1	NM_017935	403
HGNC:13450	BANP	BTG3 associated nuclear protein	NM_017869	422
HGNC:950	BAP1	BRCA1 associated protein 1		998
HGNC:952	BARD1	BRCA1 associated RING domain 1	NM_000465	58|1335|403
HGNC:953	BARHL1	BarH like homeobox 1		519
HGNC:954	BARHL2	BarH like homeobox 2		519
HGNC:955	BARX1	BARX homeobox 1		519
HGNC:50673	BARX1-DT	BARX1 divergent transcript		1990
HGNC:956	BARX2	BARX homeobox 2	NM_003658	519
HGNC:957	BASP1	brain abundant membrane attached signal protein 1		
HGNC:26609	BASP1-AS1	BASP1 antisense RNA 1	NR_027253	1987
HGNC:39418	BASP1P1	BASP1 pseudogene 1	NR_033774	
HGNC:958	BATF	basic leucine zipper ATF-like transcription factor	NM_006399	506
HGNC:25163	BATF2	basic leucine zipper ATF-like transcription factor 2	NM_138456	506
HGNC:28915	BATF3	basic leucine zipper ATF-like transcription factor 3	NM_018664	506
HGNC:959	BAX	BCL2 associated X, apoptosis regulator	NM_138763	1057
HGNC:960	BAZ1A	bromodomain adjacent to zinc finger domain 1A		1633|88|1232
HGNC:55440	BAZ1A-AS1	BAZ1A antisense RNA 1		1987
HGNC:961	BAZ1B	bromodomain adjacent to zinc finger domain 1B	NM_032408	1232|1787|88
HGNC:962	BAZ2A	bromodomain adjacent to zinc finger domain 2A	NM_013449	88|1025|1232
HGNC:963	BAZ2B	bromodomain adjacent to zinc finger domain 2B		1232|88|1025
HGNC:55862	BAZ2B-AS1	BAZ2B antisense RNA 1	NR_110587	1987
HGNC:17868	BBC3	BCL2 binding component 3	NM_014417	1277|1691
HGNC:28093	BBIP1	BBSome interacting protein 1	NM_001195304	1122
HGNC:52781	BBIP1P1	BBSome interacting protein 1 pseudogene 1		
HGNC:17823	BBLN	bublin coiled coil protein	NM_024112	
HGNC:19855	BBOF1	basal body orientation factor 1	NM_025057	
HGNC:964	BBOX1	gamma-butyrobetaine hydroxylase 1	NM_003986	
HGNC:50700	BBOX1-AS1	BBOX1 antisense RNA 1		1987
HGNC:965	BBS	symbol withdrawn, see [HGNC:967](/data/gene-symbol-report/#!/hgnc_id/HGNC:967)		
HGNC:966	BBS1	Bardet-Biedl syndrome 1		1122
HGNC:967	BBS2	Bardet-Biedl syndrome 2	NM_031885	1122
HGNC:968	BBS3	symbol withdrawn, see [HGNC:13210](/data/gene-symbol-report/#!/hgnc_id/HGNC:13210)		
HGNC:969	BBS4	Bardet-Biedl syndrome 4	NM_033028	1122|769
HGNC:970	BBS5	Bardet-Biedl syndrome 5	NM_152384	1122
HGNC:13220	BBS6	symbol withdrawn, see [HGNC:7108](/data/gene-symbol-report/#!/hgnc_id/HGNC:7108)		
HGNC:18758	BBS7	Bardet-Biedl syndrome 7		1122
HGNC:55360	BBS7-DT	BBS7 divergent transcript		1990
HGNC:30000	BBS9	Bardet-Biedl syndrome 9		1122
HGNC:26291	BBS10	Bardet-Biedl syndrome 10	NM_024685	587
HGNC:26648	BBS12	Bardet-Biedl syndrome 12	NM_152618	587
HGNC:14422	BBX	BBX high mobility group box domain containing	NM_020235	
HGNC:6722	BCAM	basal cell adhesion molecule (Lutheran blood group)	NM_005581	454|471|1410|592
HGNC:23059	BCAN	brevican	NM_021948	1298|1179|574|590
HGNC:55233	BCAN-AS1	BCAN antisense RNA 1		1987
HGNC:56267	BCAN-AS2	BCAN antisense RNA 2		1987
HGNC:24131	BCAP29	B cell receptor associated protein 29	NM_018844	
HGNC:16695	BCAP31	B cell receptor associated protein 31	NM_005745	
HGNC:51323	BCAP31P1	B cell receptor associated protein 31 pseudogene 1	NG_009002	
HGNC:51324	BCAP31P2	B cell receptor associated protein 31 pseudogene 2		
HGNC:971	BCAR1	BCAR1 scaffold protein, Cas family member	NM_014567	469
HGNC:51325	BCAR1P1	BCAR1 pseudogene 1	NG_028857	
HGNC:51326	BCAR1P2	BCAR1 pseudogene 2	NG_028859	
HGNC:972	BCAR2	symbol withdrawn, see [HGNC:18273](/data/gene-symbol-report/#!/hgnc_id/HGNC:18273)		
HGNC:973	BCAR3	BCAR3 adaptor protein, NSP family member		741|1562
HGNC:40093	BCAR3-AS1	BCAR3 antisense RNA 1	NR_034091	1987
HGNC:22170	BCAR4	breast cancer anti-estrogen resistance 4	NR_024049	1992
HGNC:974	BCAS1	brain enriched myelin associated protein 1	NM_003657	1691
HGNC:975	BCAS2	BCAS2 pre-mRNA processing factor	NM_005872	1510|1361
HGNC:39594	BCAS2P1	BCAS2 pseudogene 1	NG_021825	
HGNC:39595	BCAS2P2	BCAS2 pseudogene 2	NG_026962	
HGNC:39596	BCAS2P3	BCAS2 pseudogene 3	NG_021971	
HGNC:14347	BCAS3	BCAS3 microtubule associated cell migration factor	NM_017679	362
HGNC:56376	BCAS3-AS1	BCAS3 antisense RNA 1		1987
HGNC:14367	BCAS4	breast carcinoma amplified sequence 4	NM_017843	
HGNC:976	BCAT1	branched chain amino acid transaminase 1	NM_005504	
HGNC:977	BCAT2	branched chain amino acid transaminase 2		870
HGNC:978	BCCIP	BRCA2 and CDKN1A interacting protein		
HGNC:979	BCD1	symbol withdrawn, see [HGNC:2235](/data/gene-symbol-report/#!/hgnc_id/HGNC:2235)		
HGNC:27050	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	NM_181708	2059
HGNC:44113	BCDIN3D-AS1	BCDIN3D antisense RNA 1	NR_027499	1987
HGNC:980	BCEI	symbol withdrawn, see [HGNC:11755](/data/gene-symbol-report/#!/hgnc_id/HGNC:11755)		
HGNC:981	BCGF1	B-cell growth factor 1, 12kDa		
HGNC:982	BCH	symbol withdrawn, see [HGNC:11825](/data/gene-symbol-report/#!/hgnc_id/HGNC:11825)		
HGNC:983	BCHE	butyrylcholinesterase		
HGNC:984	BCHEL1	butyrylcholinesterase-like 1		
HGNC:985	BCHEL3	butyrylcholinesterase-like 3		
HGNC:986	BCKDHA	branched chain keto acid dehydrogenase E1 subunit alpha	NM_000709	
HGNC:987	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	NM_000056	
HGNC:16902	BCKDK	branched chain keto acid dehydrogenase kinase	NM_005881	
HGNC:988	BCL1	symbol withdrawn, see [HGNC:1582](/data/gene-symbol-report/#!/hgnc_id/HGNC:1582)		
HGNC:990	BCL2	BCL2 apoptosis regulator	NM_000633, NM_000657	1057|694
HGNC:991	BCL2A1	BCL2 related protein A1	NM_004049	870|1057
HGNC:992	BCL2L1	BCL2 like 1	NM_138578	1057|694
HGNC:40095	BCL2L1-AS1	BCL2L1 antisense RNA 1		1987
HGNC:995	BCL2L2	BCL2 like 2	NM_004050	1057|694
HGNC:42959	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough		
HGNC:993	BCL2L10	BCL2 like 10		1057
HGNC:994	BCL2L11	BCL2 like 11		1277
HGNC:13787	BCL2L12	BCL2 like 12	NM_052842	1057
HGNC:51327	BCL2L12P1	BCL2 like 12 pseudogene 1	NG_022270	
HGNC:17164	BCL2L13	BCL2 like 13	NM_015367	1057
HGNC:16657	BCL2L14	BCL2 like 14	NM_030766	1057
HGNC:33624	BCL2L15	BCL2 like 15	NM_001010922	1057
HGNC:998	BCL3	BCL3 transcription coactivator	NM_005178	403|1691
HGNC:999	BCL4	symbol withdrawn, see [HGNC:998](/data/gene-symbol-report/#!/hgnc_id/HGNC:998)		
HGNC:1000	BCL5	B cell CLL/lymphoma 5		
HGNC:1001	BCL6	BCL6 transcription repressor	NM_001706	28|861
HGNC:51843	BCL6-AS1	BCL6 antisense RNA 1		1987
HGNC:1002	BCL6B	BCL6B transcription repressor	NM_181844	861|28
HGNC:1003	BCL7	symbol withdrawn, see [HGNC:1004](/data/gene-symbol-report/#!/hgnc_id/HGNC:1004)		
HGNC:1004	BCL7A	BAF chromatin remodeling complex subunit BCL7A		1604
HGNC:1005	BCL7B	BAF chromatin remodeling complex subunit BCL7B	NM_001707	1604
HGNC:1006	BCL7C	BAF chromatin remodeling complex subunit BCL7C	NM_004765	1604|1691
HGNC:1008	BCL9	BCL9 transcription coactivator	NM_004326	1677
HGNC:23688	BCL9L	BCL9 like	NM_182557	1677
HGNC:51328	BCL9P1	BCL9 pseudogene 1	NG_024682	
HGNC:989	BCL10	BCL10 immune signaling adaptor	NM_003921	1405|959
HGNC:55868	BCL10-AS1	BCL10 antisense RNA 1		1987
HGNC:13221	BCL11A	BCL11 transcription factor A	NM_022893	1604|28
HGNC:13222	BCL11B	BCL11 transcription factor B	NM_138576	28|1604
HGNC:16863	BCLAF1	BCL2 associated transcription factor 1	NM_014739	1420
HGNC:51329	BCLAF1P1	BCL2 associated transcription factor 1 pseudogene 1	NG_005782	
HGNC:51807	BCLAF1P2	BCL2 associated transcription factor 1 pseudogene 2		
HGNC:27413	BCLAF3	BCLAF1 and THRAP3 family member 3	NM_198279	
HGNC:1009	BCMA	symbol withdrawn, see [HGNC:11913](/data/gene-symbol-report/#!/hgnc_id/HGNC:11913)		
HGNC:13223	BCMS	symbol withdrawn, see [HGNC:13747](/data/gene-symbol-report/#!/hgnc_id/HGNC:13747)		
HGNC:13224	BCMSUN	symbol withdrawn, see [HGNC:13748](/data/gene-symbol-report/#!/hgnc_id/HGNC:13748)		
HGNC:1010	BCNG1	symbol withdrawn, see [HGNC:4845](/data/gene-symbol-report/#!/hgnc_id/HGNC:4845)		
HGNC:1011	BCNG2	symbol withdrawn, see [HGNC:4846](/data/gene-symbol-report/#!/hgnc_id/HGNC:4846)		
HGNC:13815	BCO1	beta-carotene oxygenase 1	NM_017429	
HGNC:18503	BCO2	beta-carotene oxygenase 2	NM_001037290	
HGNC:20893	BCOR	BCL6 corepressor	NM_017745	403
HGNC:25657	BCORL1	BCL6 corepressor like 1	NM_021946	403
HGNC:23953	BCORP1	BCL6 corepressor pseudogene 1	NR_033732	
HGNC:14426	BCP	symbol withdrawn, see [HGNC:1012](/data/gene-symbol-report/#!/hgnc_id/HGNC:1012)		
HGNC:1013	BCPM	symbol withdrawn, see [HGNC:13211](/data/gene-symbol-report/#!/hgnc_id/HGNC:13211)		
HGNC:1014	BCR	BCR activator of RhoGEF and GTPase	NM_004327	823|1632|722|682
HGNC:1019	BCRL6	symbol withdrawn, see [HGNC:1016](/data/gene-symbol-report/#!/hgnc_id/HGNC:1016)		
HGNC:39073	BCRP1	BCR pseudogene 1	NG_009423	
HGNC:1015	BCRP2	BCR pseudogene 2	NG_007131	
HGNC:1016	BCRP3	BCR pseudogene 3		
HGNC:1017	BCRP4	BCR pseudogene 4	NG_000002	
HGNC:1018	BCRP5	BCR pseudogene 5	NG_009418	
HGNC:39074	BCRP6	BCR pseudogene 6	NG_009421	
HGNC:39075	BCRP7	BCR pseudogene 7	NG_009420	
HGNC:39076	BCRP8	BCR pseudogene 8		
HGNC:49113	BCRP9	BCR pseudogene 9		
HGNC:1020	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	NM_004328	413|645
HGNC:1021	BCUR1	symbol withdrawn, see [HGNC:6548](/data/gene-symbol-report/#!/hgnc_id/HGNC:6548)		
HGNC:1022	BCYRN1	brain cytoplasmic RNA 1	NR_001568	1992
HGNC:1023	BCYRN1P1	brain cytoplasmic RNA 1, pseudogene 1		
HGNC:1024	BCYRN1P2	brain cytoplasmic RNA 1, pseudogene 2		
HGNC:39833	BCYRN1P3	brain cytoplasmic RNA 1, pseudogene 3	NG_005375	
HGNC:1025	BDB	symbol withdrawn, see [HGNC:10257](/data/gene-symbol-report/#!/hgnc_id/HGNC:10257)		
HGNC:1026	BDB1	symbol withdrawn, see [HGNC:10257](/data/gene-symbol-report/#!/hgnc_id/HGNC:10257)		
HGNC:1027	BDH1	3-hydroxybutyrate dehydrogenase 1	NM_004051	743
HGNC:32389	BDH2	3-hydroxybutyrate dehydrogenase 2	NM_020139	743
HGNC:21476	BDH2P1	3-hydroxybutyrate dehydrogenase 2, pseudogene 1		
HGNC:1028	BDK	symbol withdrawn, see [HGNC:6383](/data/gene-symbol-report/#!/hgnc_id/HGNC:6383)		
HGNC:1029	BDKRB1	bradykinin receptor B1		223
HGNC:1030	BDKRB2	bradykinin receptor B2		223
HGNC:1031	BDM	behavior disorder modifier		
HGNC:1032	BDMR	symbol withdrawn, see [HGNC:14063](/data/gene-symbol-report/#!/hgnc_id/HGNC:14063)		
HGNC:1033	BDNF	brain derived neurotrophic factor	NM_170735	1585
HGNC:20608	BDNF-AS	BDNF antisense RNA	NR_002832	1987
HGNC:13652	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	NM_018429	532|1879
HGNC:31044	BDP1P	B double prime 1 pseudogene	NG_005602	
HGNC:24160	BEAN1	brain expressed associated with NEDD4 1	NM_001136106	
HGNC:51114	BEAN1-AS1	BEAN1 antisense RNA 1		1987
